Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldNotChangeAuthenticationFlowBindingOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthenticationFlowBindingOverridesIdWhenFlowChanged,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldntUpdateWithAnInvalidAuthenticationFlowBindingOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldRemoveAuthenticationFlowBindingOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldCreateClientAddDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateClientUpdateDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateClientSkipDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateClientRemoveDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateClientAddCustomDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateClientUpdateCustomDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateClientRemoveCustomDefaultClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldCreateRealmWithClientWithAuthenticationFlowBindingOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldAddAuthzPoliciesForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 65
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldAddAuthzPoliciesForRealmManagement,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 81
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesForRealmManagement,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldRemoveClientAndAuthzPoliciesForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 57
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldRemoveAuthzPoliciesForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 47
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesPerIdentityProvidersForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 26
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesPerIdentityProvidersWithPlaceholdersForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 29
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesPerRolesWithPlaceholdersForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 27
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesPerRolesWithPlaceholdersForRealmManagement,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesPerGroupsWithPlaceholdersForRealmManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 28
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateAuthzPoliciesPerGroupsWithPlaceholdersForRealmManagement,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldTriggerErrorWhenReferencingMissingObjectsByNameInFineGrainedAuthz,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldNotTriggerErrorWhenReferencingInvalidUuidInFineGrainedAuthz,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldAddClientWithAuthenticationFlowBindingOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 25
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldClearAuthenticationFlowBindingOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 23
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldSetAuthenticationFlowBindingOverridesByIds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldNotUpdateRealmCreateClientWithError_And_ReamStateSurvivesAttributesUpdate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldNotUpdateRealmUpdateClientWithError,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldNotUpdateRealmInvalidClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportClientsIT,shouldUpdateRealmDeleteClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldCreateRealmWithComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateComponentsConfig,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateAddComponentsConfig,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldAddComponentForSameProviderType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldAddComponentWithSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateConfigOfSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateComponentAddSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateComponentAddMoreSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateComponentUpdateSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateComponentRemoveSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateComponentRemoveAllSubComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldNotCreateComponents,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateSkipComponents,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportComponentsIT,shouldUpdateRemoveComponents,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldCreateRealmWithDefaultGroups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldUpdateRealmRemoveAndAddDefaultGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldUpdateRealmAddDefaultSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldUpdateRealmAddNonExistSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldUpdateRealmRemoveDefaultGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldUpdateRealmSkipDefaultGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportDefaultGroupsIT,shouldUpdateRealmRemoveAllDefaultGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportExportedRealmIT,shouldImportExportedRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldCreateRealmWithGroups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroupWithRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroupWithClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubGroupWithSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 22
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSubgroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubgroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAndAddSecondSubgroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupChangeAttributeKey,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteAttributeValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteLastRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRolesFromSecondClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddAttributeValueToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondAttributeToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeValueFromSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveAttributeFromSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddRealmRoleToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondRealmRoleToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveRealmRoleFromSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddClientRoleToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondClientRoleToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondClientRolesToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClientRoleFromSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupRemoveClientRolesFromSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSubGroupToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 25
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupAddSecondSubGroupToSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 33
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupUpdateSubGroupInSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 41
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteSubGroupInSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 26
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupDeleteSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmAddGroupWithSubstringOfExistingGroupName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmUpdateGroupWithSubstringOfExistingGroupName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmDeleteGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportGroupsIT,shouldUpdateRealmDeleteAllGroups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateIdentityProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 27
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateIdentityProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 27
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 53
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOidcIdentityProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithMapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 30
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 30
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapperWithPseudoId,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 30
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithReplacedMapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 30
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithDeleteAllMappers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 26
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithDeleteAllMappers,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldDeleteOidcIdentityProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldDeleteOidcIdentityProvider,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlow,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlowAndPostLoginFlow,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 30
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedClientsFullIT,shouldDeleteExtraClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,shouldCreateSimpleRealm,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,shouldUpdateRealmNotDeleteOne,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,shouldUpdateRealmNotDeleteAll,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedWithEncryptedStateIT,shouldCreateEncryptedState,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
