Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedWithEncryptedStateIT,shouldUpdateEncryptedState,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportParallelImportIT,shouldCreateRealm,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportParallelImportIT,shouldUpdateRealm,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRealmCustomImportKeyIT,shouldCreateSimpleRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRealmSubstitutionIT,shouldCreateRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRealmSubstitutionIT,shouldUpdateRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRealmSubstitutionIT,shouldUpdateRealmWithEnv,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRealmSubstitutionIT,shouldUnknownVariableFailRealmCreation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldCreateRealmWithRequiredActions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldFailIfAddingInvalidRequiredActionName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldAddDefaultRequiredAction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldChangeRequiredActionName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldEnableRequiredAction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldChangePriorities,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldAddRequiredAction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldSkipRequiredAction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldDeleteRequiredAction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRequiredActionsIT,shouldDeleteAllRequiredAction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldCreateRealmWithRoles,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldChangeRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldChangeClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddUserWithRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddUserWithRealmRole,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddUserWithClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldChangeUserAddRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldChangeUserAddClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldChangeUserRemoveRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldChangeUserRemoveClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddRealmRoleWithRealmComposite,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddRealmRoleWithClientComposite,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddRealmCompositeToRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddClientCompositeToRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddCompositeClientToRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddClientRoleWithRealmRoleComposite,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddClientRoleWithClientRoleComposite,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddRealmRoleCompositeToClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddClientRoleCompositeToClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldAddClientRoleCompositesToClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldRemoveRealmCompositeFromRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldRemoveCompositeClientFromRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldRemoveClientCompositesFromRealmRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldRemoveRealmCompositeFromClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldRemoveClientCompositeFromClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldRemoveClientCompositesFromClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldCreateRolesWithAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldThrowUpdateRealmAddReferNonExistClientRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldThrowUpdateRealmAddClientRoleWithoutClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldNotThrowImportingClientRoleThatAlreadyExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportRolesIT,shouldImportRealmWithNestedComposites,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 73
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldCreateRealmWithScopeMappings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByAddingScopeMapping,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByAddingRoleToScopeMapping,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByAddingAnotherScopeMapping,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByRemovingRoleFromScopeMapping,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByDeletingScopeMappingForClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByNotChangingScopeMappingsIfOmittedInImport,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByDeletingAllExistingScopeMappings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByAddingScopeMappingsForClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldUpdateRealmByAddingRolesForClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldThrowOnUpdateRealmNonExistClientScope,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldThrowOnUpdateRealmClientScopeWithNonExistRoles,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldThrowOnUpdateRealmNonExistClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldThrowOnUpdateRealmClientWithNonExistRoles,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportScopeMappingsIT,shouldCreateRealmWithScopeMappingsAndClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldCreateSimpleRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldNotUpdateSimpleRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldUpdateSimpleRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldCreateSimpleRealmWithLoginTheme,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldNotCreateSimpleRealmWithInvalidName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldUpdateBruteForceProtection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldUpdateSmtpSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldUpdateWebAuthnSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldUpdateEventsEnabledAndNotReset,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldNotUpdateSimpleRealmWithInvalidName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldUpdateSimpleRealmWithDefaultScopes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 34
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldNotUpdateSimpleRealmWithInvalidProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportSimpleRealmIT,shouldNotUpdateSimpleRealmWithInvalidSyntax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,shouldCreateRealmWithUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,withoutFederationNoUsersAreCreated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,withoutComponentNoUsersAreCreated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,importDisableShouldNotMakeRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,importFederationAddUserGroupWithReadonlyProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,importFederationChangeUserGroupWithReadonlyProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,importFederationRemoveUserGroupWithReadonlyProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserFederationIT,importFederationUserChangeAttributeWithReadonlyProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserProfileIT,shouldCreateRealmButNoUserProfileEnabled,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserProfileIT,shouldCreateRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserProfileIT,shouldUpdateRealm,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserProfileIT,shouldNotUpdateRealmByRemoveProfileWhenNothingSet,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUserProfileIT,shouldUpdateRealmByRemoveProfileWhenSwitchedOff,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldCreateRealmWithUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmWithAddingClientUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmWithChangedClientUserPassword,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 36
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmWithUserThatUsernameMatchExisting,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldCreateRealmWithUsersAndUpdateSingleUserCorrect,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,coverGitHubIssue68,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmAndNotRemoveUsers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldNotUpdateRealmUserWithNonExistsRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldNotUpdateRealmUserWithNonExistsGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmUpdateUserAddGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmUpdateUserChangeGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmUpdateUserRemoveGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmUpdateUserAddSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmUpdateUserChangeSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateRealmUpdateUserRemoveSubGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldUpdateUserWithEmailAsRegistration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldAddClientWithServiceAccount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldRemoveClientLevelRolesFromExistingServiceAccount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportUsersIT,shouldRemoveKeycloakDefaultClientLevelRolesFromExistingServiceAccount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.util,ClientScopeUtilTest,estimateClientScopesToAdd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.util,ClientScopeUtilTest,estimateClientScopesToRemove,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.util,CloneUtilTest,shouldCloneDifferentTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
keycloak-config-cli,de.adorsys.keycloak.config.util,CloneUtilTest,shouldPatch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.util,CloneUtilTest,shouldReturnNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
keycloak-config-cli,de.adorsys.keycloak.config.util,CryptoUtilTest,encryptDecrypt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.util,KeycloakUtilTest,isDefaultRole,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.util,KeycloakUtilTest,isDefaultClient,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.util,VersionUtilTest,gt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.util,VersionUtilTest,ge,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.util,VersionUtilTest,lt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.util,VersionUtilTest,le,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
keycloak-config-cli,de.adorsys.keycloak.config.util,VersionUtilTest,eq,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
keycloak-config-cli,de.adorsys.keycloak.config.util,VersionUtilTest,eqPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
keycloak-config-cli,de.adorsys.keycloak.config.mock,CookieMockIT,run,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
